교과,지역,원본값,연도,배치,지원,커트라인
정보컴퓨터,평택,3/3(2.0),2024,3,3,2.0
전자계산,평택,,2024,0,0,0.0
의상,평택,,2024,0,0,0.0
철학,평택,,2024,0,0,0.0
관광,평택,,2024,0,0,0.0
요업,평택,,2024,0,0,0.0
세라믹,평택,,2024,0,0,0.0
농산물유통,평택,,2024,0,0,0.0
미용,평택,,2024,0,0,0.0
조리,평택,,2024,0,0,0.0
연극영화,평택,,2024,0,0,0.0
만화,평택,,2024,0,0,0.0
심리학,평택,,2024,0,0,0.0
진로진학상담,평택,,2024,0,0,0.0
전문상담,평택,1/1(6.6),2024,1,1,6.6
보건,평택,,2024,0,0,0.0
사서,평택,1/1(8.0),2024,1,1,8.0
도덕윤리,군포,2/2(6.8),2024,2,2,6.8
국어,군포,19/40(6.9),2024,19,40,6.9
수학,군포,27/41(5.0),2024,27,41,5.0
일반사회,군포,7/12(5.0),2024,7,12,5.0
역사,군포,10/10(3.1),2024,10,10,3.1
지리,군포,1/3(6.0),2024,1,3,6.0
통합사회,군포,2/5(7.0),2024,2,5,7.0
물리,군포,3/3(2.7),2024,3,3,2.7
화학,군포,6/7(4.6),2024,6,7,4.6
생물,군포,4/10(6.0),2024,4,10,6.0
지구과학,군포,3/3(5.0),2024,3,3,5.0
통합과학,군포,2/2(5.0),2024,2,2,5.0
체육,군포,13/18(4.0),2024,13,18,4.0
음악,군포,6/12(5.0),2024,6,12,5.0
미술,군포,6/7(3.1),2024,6,7,3.1
한문,군포,1/6(8.6),2024,1,6,8.6
영어,군포,20/43(5.4),2024,20,43,5.4
일본어,군포,2/4(7.4),2024,2,4,7.4
중국어,군포,3/3(4.0),2024,3,3,4.0
독일어,군포,,2024,0,0,0.0
프랑스어,군포,,2024,0,0,0.0
러시아어,군포,,2024,0,0,0.0
스페인어,군포,,2024,0,0,0.0
아랍어,군포,,2024,0,0,0.0
기술가정,군포,,2024,0,0,0.0
기술,군포,4/4(4.0),2024,4,4,4.0
가정,군포,5/5(4.1),2024,5,5,4.1
농업,군포,,2024,0,0,0.0
임업,군포,,2024,0,0,0.0
원예,군포,,2024,0,0,0.0
조경,군포,,2024,0,0,0.0
식물자원조경,군포,,2024,0,0,0.0
축산,군포,,2024,0,0,0.0
잠업,군포,,2024,0,0,0.0
동물자원,군포,,2024,0,0,0.0
식품가공,군포,,2024,0,0,0.0
농토목,군포,,2024,0,0,0.0
농업기계,군포,,2024,0,0,0.0
농기계,군포,,2024,0,0,0.0
농업토목,군포,,2024,0,0,0.0
농공,군포,,2024,0,0,0.0
공업,군포,,2024,0,0,0.0
건축,군포,1/1(3.0),2024,1,1,3.0
토목,군포,,2024,0,0,0.0
건설,군포,1/1(7.6),2024,1,1,7.6
전기,군포,,2024,0,0,0.0
전자,군포,,2024,0,0,0.0
통신,군포,,2024,0,0,0.0
전기전자통신,군포,1/3(7.6),2024,1,3,7.6
화공,군포,,2024,0,0,0.0
섬유,군포,,2024,0,0,0.0
화공섬유,군포,1/1(4.0),2024,1,1,4.0
금속,군포,,2024,0,0,0.0
기계,군포,,2024,0,0,0.0
재료,군포,,2024,0,0,0.0
자동차,군포,,2024,0,0,0.0
기계금속,군포,,2024,0,0,0.0
환경,군포,,2024,0,0,0.0
상업정보,군포,2/3(8.9),2024,2,3,8.9
공예,군포,,2024,0,0,0.0
디자인,군포,,2024,0,0,0.0
디자인공예,군포,2/2(4.6),2024,2,2,4.6
정보컴퓨터,군포,3/3(4.8),2024,3,3,4.8
전자계산,군포,,2024,0,0,0.0
의상,군포,,2024,0,0,0.0
철학,군포,,2024,0,0,0.0
관광,군포,,2024,0,0,0.0
요업,군포,,2024,0,0,0.0
세라믹,군포,,2024,0,0,0.0
농산물유통,군포,,2024,0,0,0.0
미용,군포,,2024,0,0,0.0
조리,군포,,2024,0,0,0.0
연극영화,군포,,2024,0,0,0.0
만화,군포,,2024,0,0,0.0
심리학,군포,,2024,0,0,0.0
진로진학상담,군포,2/5(3.10),2024,2,5,3.1
전문상담,군포,5/8(5.2),2024,5,8,5.2
보건,군포,4/8(5.0),2024,4,8,5.0
사서,군포,,2024,0,0,0.0
도덕윤리,여주,1/1(5.4),2024,1,1,5.4
국어,여주,6/6(2.10),2024,6,6,2.1
수학,여주,2/2(2.7),2024,2,2,2.7
일반사회,여주,,2024,0,0,0.0
역사,여주,2/2(3.10),2024,2,2,3.1
지리,여주,,2024,0,0,0.0
통합사회,여주,,2024,0,0,0.0
물리,여주,1/1(10.0),2024,1,1,10.0
화학,여주,,2024,0,0,0.0
생물,여주,,2024,0,0,0.0
지구과학,여주,,2024,0,0,0.0
통합과학,여주,1/1(7.0),2024,1,1,7.0
체육,여주,4/4(4.6),2024,4,4,4.6
음악,여주,1/1(6.6),2024,1,1,6.6
미술,여주,2/2(2.7),2024,2,2,2.7
한문,여주,,2024,0,0,0.0
영어,여주,,2024,0,0,0.0
일본어,여주,,2024,0,0,0.0
중국어,여주,,2024,0,0,0.0
독일어,여주,,2024,0,0,0.0
프랑스어,여주,,2024,0,0,0.0
러시아어,여주,,2024,0,0,0.0
스페인어,여주,,2024,0,0,0.0
아랍어,여주,,2024,0,0,0.0
기술가정,여주,,2024,0,0,0.0
기술,여주,,2024,0,0,0.0
가정,여주,,2024,0,0,0.0
농업,여주,,2024,0,0,0.0
임업,여주,,2024,0,0,0.0
원예,여주,,2024,0,0,0.0
조경,여주,,2024,0,0,0.0
식물자원조경,여주,,2024,0,0,0.0
축산,여주,,2024,0,0,0.0
잠업,여주,,2024,0,0,0.0
동물자원,여주,,2024,0,0,0.0
식품가공,여주,,2024,0,0,0.0
농토목,여주,,2024,0,0,0.0
농업기계,여주,,2024,0,0,0.0
농기계,여주,,2024,0,0,0.0
농업토목,여주,,2024,0,0,0.0
농공,여주,,2024,0,0,0.0
공업,여주,,2024,0,0,0.0
건축,여주,,2024,0,0,0.0
토목,여주,,2024,0,0,0.0
건설,여주,,2024,0,0,0.0
전기,여주,,2024,0,0,0.0
전자,여주,,2024,0,0,0.0
통신,여주,,2024,0,0,0.0
전기전자통신,여주,,2024,0,0,0.0
화공,여주,,2024,0,0,0.0
섬유,여주,,2024,0,0,0.0
화공섬유,여주,,2024,0,0,0.0
금속,여주,,2024,0,0,0.0
기계,여주,,2024,0,0,0.0
재료,여주,,2024,0,0,0.0
자동차,여주,,2024,0,0,0.0
기계금속,여주,,2024,0,0,0.0
환경,여주,,2024,0,0,0.0
상업정보,여주,,2024,0,0,0.0
공예,여주,,2024,0,0,0.0
디자인,여주,,2024,0,0,0.0
디자인공예,여주,,2024,0,0,0.0
정보컴퓨터,여주,1/1(5.0),2024,1,1,5.0
전자계산,여주,,2024,0,0,0.0
의상,여주,,2024,0,0,0.0
철학,여주,,2024,0,0,0.0
관광,여주,,2024,0,0,0.0
요업,여주,,2024,0,0,0.0
세라믹,여주,,2024,0,0,0.0
농산물유통,여주,,2024,0,0,0.0
미용,여주,,2024,0,0,0.0
조리,여주,,2024,0,0,0.0
연극영화,여주,,2024,0,0,0.0
만화,여주,,2024,0,0,0.0
심리학,여주,,2024,0,0,0.0
진로진학상담,여주,,2024,0,0,0.0
전문상담,여주,,2024,0,0,0.0
보건,여주,2/2(4.0),2024,2,2,4.0
사서,여주,,2024,0,0,0.0
도덕윤리,화성,9/9(2.0),2024,9,9,2.0
국어,화성,25/25(1.0),2024,25,25,1.0
수학,화성,30/30(2.0),2024,30,30,2.0
일반사회,화성,7/7(6.0),2024,7,7,6.0
역사,화성,16/16(2.7),2024,16,16,2.7
지리,화성,,2024,0,0,0.0
통합사회,화성,1/1(5.0),2024,1,1,5.0
물리,화성,8/8(2.7),2024,8,8,2.7
화학,화성,10/10(0.8),2024,10,10,0.8
생물,화성,7/7(2.7),2024,7,7,2.7
지구과학,화성,6/6(2.7),2024,6,6,2.7
통합과학,화성,2/2(6.6),2024,2,2,6.6
체육,화성,21/21(1.0),2024,21,21,1.0
음악,화성,9/9(2.0),2024,9,9,2.0
미술,화성,4/4(1.0),2024,4,4,1.0
한문,화성,4/4(5.0),2024,4,4,5.0
영어,화성,20/20(2.7),2024,20,20,2.7
일본어,화성,3/3(2.7),2024,3,3,2.7
중국어,화성,2/2(4.5),2024,2,2,4.5
독일어,화성,,2024,0,0,0.0
프랑스어,화성,,2024,0,0,0.0
러시아어,화성,1/1(10.0),2024,1,1,10.0
스페인어,화성,,2024,0,0,0.0
아랍어,화성,,2024,0,0,0.0
기술가정,화성,,2024,0,0,0.0
기술,화성,6/6(1.0),2024,6,6,1.0
가정,화성,5/5(2.0),2024,5,5,2.0
농업,화성,,2024,0,0,0.0
임업,화성,,2024,0,0,0.0
원예,화성,,2024,0,0,0.0
조경,화성,,2024,0,0,0.0
식물자원조경,화성,1/1(8.0),2024,1,1,8.0
축산,화성,,2024,0,0,0.0
잠업,화성,,2024,0,0,0.0
동물자원,화성,1/1(7.2),2024,1,1,7.2
식품가공,화성,1/1(6.6),2024,1,1,6.6
농토목,화성,,2024,0,0,0.0
농업기계,화성,,2024,0,0,0.0
농기계,화성,,2024,0,0,0.0
농업토목,화성,,2024,0,0,0.0
농공,화성,,2024,0,0,0.0
공업,화성,,2024,0,0,0.0
건축,화성,,2024,0,0,0.0
토목,화성,,2024,0,0,0.0
건설,화성,,2024,0,0,0.0
전기,화성,,2024,0,0,0.0
전자,화성,,2024,0,0,0.0
통신,화성,,2024,0,0,0.0
전기전자통신,화성,,2024,0,0,0.0
화공,화성,,2024,0,0,0.0
섬유,화성,,2024,0,0,0.0
화공섬유,화성,,2024,0,0,0.0
금속,화성,,2024,0,0,0.0
기계,화성,,2024,0,0,0.0
재료,화성,,2024,0,0,0.0
자동차,화성,,2024,0,0,0.0
기계금속,화성,,2024,0,0,0.0
환경,화성,,2024,0,0,0.0
상업정보,화성,5/5(4.0),2024,5,5,4.0
공예,화성,,2024,0,0,0.0
디자인,화성,,2024,0,0,0.0
디자인공예,화성,1/1(5.0),2024,1,1,5.0
정보컴퓨터,화성,7/7(2.0),2024,7,7,2.0
전자계산,화성,,2024,0,0,0.0
의상,화성,,2024,0,0,0.0
철학,화성,,2024,0,0,0.0
관광,화성,,2024,0,0,0.0
요업,화성,,2024,0,0,0.0
세라믹,화성,,2024,0,0,0.0
농산물유통,화성,,2024,0,0,0.0
미용,화성,,2024,0,0,0.0
조리,화성,,2024,0,0,0.0
연극영화,화성,,2024,0,0,0.0
만화,화성,,2024,0,0,0.0
심리학,화성,,2024,0,0,0.0
진로진학상담,화성,,2024,0,0,0.0
전문상담,화성,4/6(4.0),2024,4,6,4.0
보건,화성,2/2(3.0),2024,2,2,3.0
사서,화성,2/2(2.0),2024,2,2,2.0
도덕윤리,광주,6/6(4.0),2024,6,6,4.0
국어,광주,24/24(2.0),2024,24,24,2.0
수학,광주,39/39(1.0),2024,39,39,1.0
일반사회,광주,7/7(2.0),2024,7,7,2.0
역사,광주,4/4(2.2),2024,4,4,2.2
지리,광주,5/5(3.9),2024,5,5,3.9
통합사회,광주,2/2(5.0),2024,2,2,5.0
물리,광주,5/5(2.0),2024,5,5,2.0
화학,광주,,2024,0,0,0.0
생물,광주,3/3(5.0),2024,3,3,5.0
지구과학,광주,3/3(4.6),2024,3,3,4.6
통합과학,광주,1/1(5.0),2024,1,1,5.0
체육,광주,9/9(3.10),2024,9,9,3.1
음악,광주,8/8(2.6),2024,8,8,2.6
미술,광주,10/10(4.3),2024,10,10,4.3
한문,광주,1/1(5.0),2024,1,1,5.0
영어,광주,33/38(3.9),2024,33,38,3.9
일본어,광주,1/1(5.0),2024,1,1,5.0
중국어,광주,2/2(3.0),2024,2,2,3.0
독일어,광주,,2024,0,0,0.0
프랑스어,광주,,2024,0,0,0.0
러시아어,광주,,2024,0,0,0.0
스페인어,광주,,2024,0,0,0.0
아랍어,광주,,2024,0,0,0.0
기술가정,광주,,2024,0,0,0.0
기술,광주,3/3(3.10),2024,3,3,3.1
가정,광주,2/2(5.0),2024,2,2,5.0
농업,광주,,2024,0,0,0.0
임업,광주,,2024,0,0,0.0
원예,광주,,2024,0,0,0.0
조경,광주,,2024,0,0,0.0
식물자원조경,광주,1/1(10.0),2024,1,1,10.0
축산,광주,,2024,0,0,0.0
잠업,광주,,2024,0,0,0.0
동물자원,광주,,2024,0,0,0.0
식품가공,광주,1/1(4.0),2024,1,1,4.0
농토목,광주,,2024,0,0,0.0
농업기계,광주,,2024,0,0,0.0
농기계,광주,,2024,0,0,0.0
농업토목,광주,,2024,0,0,0.0
농공,광주,,2024,0,0,0.0
공업,광주,,2024,0,0,0.0
건축,광주,,2024,0,0,0.0
토목,광주,,2024,0,0,0.0
건설,광주,,2024,0,0,0.0
전기,광주,,2024,0,0,0.0
전자,광주,,2024,0,0,0.0
통신,광주,,2024,0,0,0.0
전기전자통신,광주,,2024,0,0,0.0
화공,광주,,2024,0,0,0.0
섬유,광주,,2024,0,0,0.0
화공섬유,광주,,2024,0,0,0.0
금속,광주,,2024,0,0,0.0
기계,광주,,2024,0,0,0.0
재료,광주,,2024,0,0,0.0
자동차,광주,,2024,0,0,0.0
기계금속,광주,,2024,0,0,0.0
환경,광주,,2024,0,0,0.0
상업정보,광주,6/6(3.6),2024,6,6,3.6
공예,광주,,2024,0,0,0.0
디자인,광주,,2024,0,0,0.0
디자인공예,광주,1/1(5.0),2024,1,1,5.0
정보컴퓨터,광주,3/3(3.0),2024,3,3,3.0
전자계산,광주,,2024,0,0,0.0
의상,광주,,2024,0,0,0.0
철학,광주,,2024,0,0,0.0
관광,광주,,2024,0,0,0.0
요업,광주,,2024,0,0,0.0
세라믹,광주,,2024,0,0,0.0
농산물유통,광주,,2024,0,0,0.0
미용,광주,,2024,0,0,0.0
조리,광주,,2024,0,0,0.0
연극영화,광주,2/2(5.0),2024,2,2,5.0
만화,광주,,2024,0,0,0.0
심리학,광주,,2024,0,0,0.0
진로진학상담,광주,2/2(4.6),2024,2,2,4.6
전문상담,광주,1/1(4.0),2024,1,1,4.0
보건,광주,4/4(2.3),2024,4,4,2.3
사서,광주,2/2(2.7),2024,2,2,2.7
도덕윤리,양평,1/1(3.9),2024,1,1,3.9
국어,양평,,2024,0,0,0.0
수학,양평,1/1(4.2),2024,1,1,4.2
일반사회,양평,1/1(4.4),2024,1,1,4.4
역사,양평,,2024,0,0,0.0
지리,양평,,2024,0,0,0.0
통합사회,양평,,2024,0,0,0.0
물리,양평,1/2(2.0),2024,1,2,2.0
화학,양평,,2024,0,0,0.0
생물,양평,,2024,0,0,0.0
지구과학,양평,,2024,0,0,0.0
통합과학,양평,,2024,0,0,0.0
체육,양평,,2024,0,0,0.0
음악,양평,,2024,0,0,0.0
미술,양평,1/1(5.0),2024,1,1,5.0
한문,양평,1/2,2024,1,2,0.0
영어,양평,1/5(7.6),2024,1,5,7.6
일본어,양평,,2024,0,0,0.0
중국어,양평,,2024,0,0,0.0
독일어,양평,,2024,0,0,0.0
프랑스어,양평,,2024,0,0,0.0
러시아어,양평,,2024,0,0,0.0
스페인어,양평,,2024,0,0,0.0
아랍어,양평,,2024,0,0,0.0
기술가정,양평,,2024,0,0,0.0
기술,양평,,2024,0,0,0.0
가정,양평,1/1(5.2),2024,1,1,5.2
농업,양평,,2024,0,0,0.0
임업,양평,,2024,0,0,0.0
원예,양평,,2024,0,0,0.0
조경,양평,,2024,0,0,0.0
식물자원조경,양평,,2024,0,0,0.0
축산,양평,,2024,0,0,0.0
잠업,양평,,2024,0,0,0.0
동물자원,양평,,2024,0,0,0.0
식품가공,양평,,2024,0,0,0.0
농토목,양평,,2024,0,0,0.0
농업기계,양평,,2024,0,0,0.0
농기계,양평,,2024,0,0,0.0
농업토목,양평,,2024,0,0,0.0
농공,양평,,2024,0,0,0.0
공업,양평,,2024,0,0,0.0
건축,양평,,2024,0,0,0.0
토목,양평,,2024,0,0,0.0
건설,양평,,2024,0,0,0.0
전기,양평,,2024,0,0,0.0
전자,양평,,2024,0,0,0.0
통신,양평,,2024,0,0,0.0
전기전자통신,양평,,2024,0,0,0.0
화공,양평,,2024,0,0,0.0
섬유,양평,,2024,0,0,0.0
화공섬유,양평,,2024,0,0,0.0
금속,양평,,2024,0,0,0.0
기계,양평,,2024,0,0,0.0
재료,양평,,2024,0,0,0.0
자동차,양평,,2024,0,0,0.0
기계금속,양평,,2024,0,0,0.0
환경,양평,,2024,0,0,0.0
상업정보,양평,,2024,0,0,0.0
공예,양평,,2024,0,0,0.0
디자인,양평,,2024,0,0,0.0
디자인공예,양평,,2024,0,0,0.0
정보컴퓨터,양평,,2024,0,0,0.0
전자계산,양평,,2024,0,0,0.0
의상,양평,,2024,0,0,0.0
철학,양평,,2024,0,0,0.0
관광,양평,,2024,0,0,0.0
요업,양평,,2024,0,0,0.0
세라믹,양평,,2024,0,0,0.0
농산물유통,양평,,2024,0,0,0.0
미용,양평,,2024,0,0,0.0
조리,양평,,2024,0,0,0.0
연극영화,양평,,2024,0,0,0.0
만화,양평,,2024,0,0,0.0
심리학,양평,,2024,0,0,0.0
진로진학상담,양평,1/1(3.0),2024,1,1,3.0
전문상담,양평,,2024,0,0,0.0
보건,양평,,2024,0,0,0.0
사서,양평,,2024,0,0,0.0
도덕윤리,이천,3/3(2.0),2024,3,3,2.0
국어,이천,6/6(2.7),2024,6,6,2.7
수학,이천,5/5(4.0),2024,5,5,4.0
일반사회,이천,2/2(2.7),2024,2,2,2.7
역사,이천,1/1(5.2),2024,1,1,5.2
지리,이천,,2024,0,0,0.0
통합사회,이천,1/1(11.6),2024,1,1,11.6
물리,이천,1/1(6.6),2024,1,1,6.6
화학,이천,,2024,0,0,0.0
생물,이천,,2024,0,0,0.0
지구과학,이천,1/1(4.0),2024,1,1,4.0
통합과학,이천,,2024,0,0,0.0
체육,이천,3/3(9.0),2024,3,3,9.0
음악,이천,3/3(4.0),2024,3,3,4.0
미술,이천,3/3(3.8),2024,3,3,3.8
한문,이천,1/1(4.3),2024,1,1,4.3
영어,이천,4/4(4.6),2024,4,4,4.6
일본어,이천,1/1(5.0),2024,1,1,5.0
중국어,이천,1/1(3.10),2024,1,1,3.1
독일어,이천,,2024,0,0,0.0
프랑스어,이천,,2024,0,0,0.0
러시아어,이천,,2024,0,0,0.0
스페인어,이천,,2024,0,0,0.0
아랍어,이천,,2024,0,0,0.0
기술가정,이천,,2024,0,0,0.0
기술,이천,1/1(6.6),2024,1,1,6.6
가정,이천,1/1(9.0),2024,1,1,9.0
농업,이천,,2024,0,0,0.0
임업,이천,,2024,0,0,0.0
원예,이천,,2024,0,0,0.0
조경,이천,,2024,0,0,0.0
식물자원조경,이천,1/1(3.0),2024,1,1,3.0
축산,이천,,2024,0,0,0.0
잠업,이천,,2024,0,0,0.0
동물자원,이천,,2024,0,0,0.0
식품가공,이천,1/1(8.7),2024,1,1,8.7
농토목,이천,,2024,0,0,0.0
농업기계,이천,,2024,0,0,0.0
농기계,이천,,2024,0,0,0.0
농업토목,이천,,2024,0,0,0.0
농공,이천,,2024,0,0,0.0
공업,이천,,2024,0,0,0.0
건축,이천,,2024,0,0,0.0
토목,이천,,2024,0,0,0.0
건설,이천,,2024,0,0,0.0
전기,이천,,2024,0,0,0.0
전자,이천,,2024,0,0,0.0
통신,이천,,2024,0,0,0.0
전기전자통신,이천,,2024,0,0,0.0
화공,이천,,2024,0,0,0.0
섬유,이천,,2024,0,0,0.0
화공섬유,이천,,2024,0,0,0.0
금속,이천,,2024,0,0,0.0
기계,이천,,2024,0,0,0.0
재료,이천,,2024,0,0,0.0
자동차,이천,,2024,0,0,0.0
기계금속,이천,,2024,0,0,0.0
환경,이천,,2024,0,0,0.0
상업정보,이천,,2024,0,0,0.0
공예,이천,,2024,0,0,0.0
디자인,이천,,2024,0,0,0.0
디자인공예,이천,,2024,0,0,0.0
정보컴퓨터,이천,1/1(4.3),2024,1,1,4.3
전자계산,이천,,2024,0,0,0.0
의상,이천,,2024,0,0,0.0
철학,이천,,2024,0,0,0.0
관광,이천,,2024,0,0,0.0
요업,이천,,2024,0,0,0.0
세라믹,이천,,2024,0,0,0.0
농산물유통,이천,,2024,0,0,0.0
미용,이천,,2024,0,0,0.0
조리,이천,,2024,0,0,0.0
연극영화,이천,,2024,0,0,0.0
만화,이천,,2024,0,0,0.0
심리학,이천,,2024,0,0,0.0
진로진학상담,이천,2/2(1.0),2024,2,2,1.0
전문상담,이천,2/2(4.3),2024,2,2,4.3
보건,이천,2/2(2.7),2024,2,2,2.7
사서,이천,1/1(3.1),2024,1,1,3.1
도덕윤리,용인,9/9(3.0),2024,9,9,3.0
국어,용인,50/50(1.0),2024,50,50,1.0
수학,용인,43/43(1.0),2024,43,43,1.0
일반사회,용인,7/7(2.0),2024,7,7,2.0
역사,용인,20/20(2.3),2024,20,20,2.3
지리,용인,5/5(1.9),2024,5,5,1.9
통합사회,용인,3/3(3.0),2024,3,3,3.0
물리,용인,7/7(2.7),2024,7,7,2.7
화학,용인,10/10(2.7),2024,10,10,2.7
생물,용인,13/13(2.0),2024,13,13,2.0
지구과학,용인,10/10(2.7),2024,10,10,2.7
통합과학,용인,3/3(3.0),2024,3,3,3.0
체육,용인,15/15(2.6),2024,15,15,2.6
음악,용인,10/10(3.0),2024,10,10,3.0
미술,용인,12/12(2.0),2024,12,12,2.0
한문,용인,5/6(3.0),2024,5,6,3.0
영어,용인,39/39(2.0),2024,39,39,2.0
일본어,용인,6/6(3.0),2024,6,6,3.0
중국어,용인,7/7(2.0),2024,7,7,2.0
독일어,용인,,2024,0,0,0.0
프랑스어,용인,,2024,0,0,0.0
러시아어,용인,,2024,0,0,0.0
스페인어,용인,,2024,0,0,0.0
아랍어,용인,,2024,0,0,0.0
기술가정,용인,,2024,0,0,0.0
기술,용인,11/11(3.6),2024,11,11,3.6
가정,용인,6/6(2.6),2024,6,6,2.6
농업,용인,,2024,0,0,0.0
임업,용인,,2024,0,0,0.0
원예,용인,,2024,0,0,0.0
조경,용인,,2024,0,0,0.0
식물자원조경,용인,1/1(5.0),2024,1,1,5.0
축산,용인,,2024,0,0,0.0
잠업,용인,,2024,0,0,0.0
동물자원,용인,,2024,0,0,0.0
식품가공,용인,,2024,0,0,0.0
농토목,용인,,2024,0,0,0.0
농업기계,용인,,2024,0,0,0.0
농기계,용인,,2024,0,0,0.0
농업토목,용인,,2024,0,0,0.0
농공,용인,,2024,0,0,0.0
공업,용인,,2024,0,0,0.0
건축,용인,,2024,0,0,0.0
토목,용인,,2024,0,0,0.0
건설,용인,,2024,0,0,0.0
전기,용인,,2024,0,0,0.0
전자,용인,,2024,0,0,0.0
통신,용인,,2024,0,0,0.0
전기전자통신,용인,,2024,0,0,0.0
화공,용인,,2024,0,0,0.0
섬유,용인,,2024,0,0,0.0
화공섬유,용인,,2024,0,0,0.0
금속,용인,,2024,0,0,0.0
기계,용인,,2024,0,0,0.0
재료,용인,,2024,0,0,0.0
자동차,용인,,2024,0,0,0.0
기계금속,용인,,2024,0,0,0.0
환경,용인,,2024,0,0,0.0
상업정보,용인,,2024,0,0,0.0
공예,용인,,2024,0,0,0.0
디자인,용인,,2024,0,0,0.0
디자인공예,용인,,2024,0,0,0.0
정보컴퓨터,용인,12/12(3.0),2024,12,12,3.0
전자계산,용인,,2024,0,0,0.0
의상,용인,,2024,0,0,0.0
철학,용인,,2024,0,0,0.0
관광,용인,,2024,0,0,0.0
요업,용인,,2024,0,0,0.0
세라믹,용인,,2024,0,0,0.0
농산물유통,용인,,2024,0,0,0.0
미용,용인,,2024,0,0,0.0
조리,용인,,2024,0,0,0.0
연극영화,용인,1/1(5.0),2024,1,1,5.0
만화,용인,,2024,0,0,0.0
심리학,용인,,2024,0,0,0.0
진로진학상담,용인,1/1(2.0),2024,1,1,2.0
전문상담,용인,2/5(5.3),2024,2,5,5.3
보건,용인,7/7(2.7),2024,7,7,2.7
사서,용인,1/1(6.6),2024,1,1,6.6
도덕윤리,안성,1/1(4.0),2024,1,1,4.0
국어,안성,4/4(2.0),2024,4,4,2.0
수학,안성,5/5(3.7),2024,5,5,3.7
일반사회,안성,,2024,0,0,0.0
역사,안성,,2024,0,0,0.0
지리,안성,,2024,0,0,0.0
통합사회,안성,,2024,0,0,0.0
물리,안성,1/1(5.1),2024,1,1,5.1
화학,안성,,2024,0,0,0.0
생물,안성,1/1(3.0),2024,1,1,3.0
지구과학,안성,1/1(2.0),2024,1,1,2.0
통합과학,안성,,2024,0,0,0.0
체육,안성,5/5(2.0),2024,5,5,2.0
음악,안성,2/2(2.9),2024,2,2,2.9
미술,안성,2/2(3.0),2024,2,2,3.0
한문,안성,1/1(11.6),2024,1,1,11.6
영어,안성,7/7(0.9),2024,7,7,0.9
일본어,안성,,2024,0,0,0.0
중국어,안성,,2024,0,0,0.0
독일어,안성,,2024,0,0,0.0
프랑스어,안성,,2024,0,0,0.0
러시아어,안성,,2024,0,0,0.0
스페인어,안성,,2024,0,0,0.0
아랍어,안성,,2024,0,0,0.0
기술가정,안성,,2024,0,0,0.0
기술,안성,5/5(0.0),2024,5,5,0.0
가정,안성,,2024,0,0,0.0
농업,안성,,2024,0,0,0.0
임업,안성,,2024,0,0,0.0
원예,안성,,2024,0,0,0.0
조경,안성,,2024,0,0,0.0
식물자원조경,안성,1/1(15.0),2024,1,1,15.0
축산,안성,,2024,0,0,0.0
잠업,안성,,2024,0,0,0.0
동물자원,안성,,2024,0,0,0.0
식품가공,안성,,2024,0,0,0.0
농토목,안성,,2024,0,0,0.0
농업기계,안성,,2024,0,0,0.0
농기계,안성,,2024,0,0,0.0
농업토목,안성,,2024,0,0,0.0
농공,안성,,2024,0,0,0.0
공업,안성,,2024,0,0,0.0
건축,안성,,2024,0,0,0.0
토목,안성,,2024,0,0,0.0
건설,안성,,2024,0,0,0.0
전기,안성,,2024,0,0,0.0
전자,안성,,2024,0,0,0.0
통신,안성,,2024,0,0,0.0
전기전자통신,안성,,2024,0,0,0.0
화공,안성,,2024,0,0,0.0
섬유,안성,,2024,0,0,0.0
화공섬유,안성,,2024,0,0,0.0
금속,안성,,2024,0,0,0.0
기계,안성,,2024,0,0,0.0
재료,안성,,2024,0,0,0.0
자동차,안성,,2024,0,0,0.0
기계금속,안성,,2024,0,0,0.0
환경,안성,,2024,0,0,0.0
상업정보,안성,1/1(5.0),2024,1,1,5.0
공예,안성,,2024,0,0,0.0
디자인,안성,,2024,0,0,0.0
디자인공예,안성,,2024,0,0,0.0
정보컴퓨터,안성,1/1(4.0),2024,1,1,4.0
전자계산,안성,,2024,0,0,0.0
의상,안성,,2024,0,0,0.0
철학,안성,,2024,0,0,0.0
관광,안성,,2024,0,0,0.0
요업,안성,,2024,0,0,0.0
세라믹,안성,,2024,0,0,0.0
농산물유통,안성,,2024,0,0,0.0
미용,안성,,2024,0,0,0.0
조리,안성,,2024,0,0,0.0
연극영화,안성,,2024,0,0,0.0
만화,안성,,2024,0,0,0.0
심리학,안성,,2024,0,0,0.0
진로진학상담,안성,,2024,0,0,0.0
전문상담,안성,,2024,0,0,0.0
보건,안성,1/1(4.6),2024,1,1,4.6
사서,안성,,2024,0,0,0.0
도덕윤리,김포,5/5(3.0),2024,5,5,3.0
국어,김포,21/21(1.0),2024,21,21,1.0
수학,김포,13/13(2.7),2024,13,13,2.7
일반사회,김포,4/4(2.7),2024,4,4,2.7
역사,김포,4/4(2.0),2024,4,4,2.0
